id,title,city,location,beds_number,bathrooms,price,living_area,land_area,parking_places,distance_from_sea,new_construction,air_conditioning,link,mobile_phone,last_update,published_by
3153748 (ALG-2299),Prodajem Kuću,Poreč,"Poreč, Hrvatska",3,0,475000.0,168.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/3153748,+385953631892,"29 Nov, 2023",AlphaLuxeGroup
2770256 (ALG-716),Prodajem Kuću,Labin,"Labin, Hrvatska",4,0,475000.0,152.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/2770256,+385953631892,"28 Apr, 2022",AlphaLuxeGroup
3268000 (96950),Prodajem Stan-Apartman,Medulin,"Pula, Premantura, Medulin",3,2,475000.0,109.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/3268000,+385 91 3573071,"12 Apr, 2024",adrionika
3004453 (ALG-1474),Prodajem Kuću,Grožnjan,"Grožnjan, Hrvatska",0,0,475000.0,90.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/3004453,+385953631892,"21 Apr, 2023",AlphaLuxeGroup
2778858 (ALG-774),Prodajem Kuću,Labin,"Labin, Hrvatska",4,0,470000.0,151.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/2778858,+385953631892,"15 May, 2022",AlphaLuxeGroup
3194316 (ALG-2393),Prodajem Kuću,Ližnjan,"Ližnjan, Hrvatska",3,0,470000.0,140.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/3194316,+385953631892,"29 Jan, 2024",AlphaLuxeGroup
2947477 (ALG-1231),Prodajem Kuću,Umag,"Umag, Hrvatska",3,0,470000.0,140.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/2947477,+385953631892,"3 Feb, 2023",AlphaLuxeGroup
2974392 (ALG-1234),Prodajem Kuću,Poreč,"Poreč, Hrvatska",3,0,470000.0,136.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/2974392,+385953631892,"10 Mar, 2023",AlphaLuxeGroup
2770251 (ALG-709),Prodajem Kuću,Barban,"Barban, Hrvatska",2,0,470000.0,127.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/2770251,+385953631892,"28 Apr, 2022",AlphaLuxeGroup
2832207 (ALG-991),Prodajem Kuću,Marčana,"Marčana, Hrvatska",4,0,470000.0,103.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/2832207,+385953631892,"5 Aug, 2022",AlphaLuxeGroup
2765011 (ALG-491),Prodajem Kuću,Poreč,"Poreč, Hrvatska",3,0,469200.0,130.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/2765011,+385953631892,"18 Apr, 2022",AlphaLuxeGroup
2765012 (ALG-492),Prodajem Kuću,Poreč,"Poreč, Hrvatska",3,0,467500.0,129.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/2765012,+385953631892,"18 Apr, 2022",AlphaLuxeGroup
3186455 (ALG-2333),Prodajem Kuću,Buje,"Buje, Hrvatska",6,0,467000.0,220.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/3186455,+385953631892,"18 Jan, 2024",AlphaLuxeGroup
2778868 (ALG-794),Prodajem Kuću,Sveti Petar U Šumi,"Sveti Petar u Šumi, Hrvatska",3,0,467000.0,168.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/2778868,+385953631892,"15 May, 2022",AlphaLuxeGroup
3257206 (17264),Prodajem Kuću,Pula,"Pula, Hrvatska",4,2,465000.0,206.0,464.0,0,0,False,False,https://www.realitica.com/hr/listing/3257206,+385916115706,"29 Mar, 2024",ALMA
3264445 (17330),Prodajem Kuću,Ližnjan,"Ližnjan, Hrvatska",3,3,465000.0,120.0,288.0,0,0,False,False,https://www.realitica.com/hr/listing/3264445,+385916115706,"9 Apr, 2024",ALMA
3196130 (ALG-1930),Prodajem Kuću,Poreč,"Poreč, Hrvatska",4,0,465000.0,85.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/3196130,+385953631892,"30 Jan, 2024",AlphaLuxeGroup
2945894 (ALG-1129),Prodajem Kuću,Barban,"Barban, Hrvatska",3,0,461000.0,154.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/2945894,+385953631892,"1 Feb, 2023",AlphaLuxeGroup
3196150 (ALG-2328),Prodajem Kuću,Tar-Vabriga,"Poreč, Hrvatska",6,0,450000.0,290.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/3196150,+385953631892,"30 Jan, 2024",AlphaLuxeGroup
3167703 (ALG-2308),Prodajem Kuću,Labin,"Labin, Hrvatska",0,0,450000.0,270.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/3167703,+385953631892,"18 Dec, 2023",AlphaLuxeGroup
3167706 (ALG-2322),Prodajem Kuću,Svetvinčenat,"Svetvinčenat, Hrvatska",4,0,450000.0,180.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/3167706,+385953631892,"18 Dec, 2023",AlphaLuxeGroup
2832212 (ALG-1032),Prodajem Kuću,Vodnjan,"Vodnjan, Hrvatska",4,0,450000.0,180.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/2832212,+385953631892,"5 Aug, 2022",AlphaLuxeGroup
3009810 (ALG-1345),Prodajem Kuću,Umag,"Umag, Hrvatska",3,0,450000.0,156.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/3009810,+385953631892,"28 Apr, 2023",AlphaLuxeGroup
3044890 (ALG-1822),Prodajem Kuću,Ližnjan,"Ližnjan, Hrvatska",4,0,450000.0,150.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/3044890,+385953631892,"20 Jun, 2023",AlphaLuxeGroup
3044878 (ALG-1143),Prodajem Kuću,Labin,"Labin, Hrvatska",3,0,450000.0,142.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/3044878,+385953631892,"20 Jun, 2023",AlphaLuxeGroup
3010538 (ALG-1271),Prodajem Kuću,Poreč,"Poreč, Hrvatska",4,0,450000.0,130.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/3010538,+385953631892,"29 Apr, 2023",AlphaLuxeGroup
3024736 (ALG-1542),Prodajem Građevinsko Zemljište,Poreč,"Poreč, Hrvatska",0,0,450000.0,0.0,4483.0,0,0,False,False,https://www.realitica.com/hr/listing/3024736,+385953631892,"22 May, 2023",AlphaLuxeGroup
3258335 (17273),Prodajem Stan-Apartman,Pula,"Pula, Hrvatska",3,2,448000.0,140.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/3258335,+385916115706,"31 Mar, 2024",ALMA
2940272 (ALG-1030),Prodajem Kuću,Pula,"Pula, Hrvatska",3,0,435000.0,120.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/2940272,+385953631892,"24 Jan, 2023",AlphaLuxeGroup
3190803 (ALG-2465),Prodajem Kuću,Poreč,"Poreč, Hrvatska",3,0,433000.0,126.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/3190803,+385953631892,"24 Jan, 2024",AlphaLuxeGroup
3025433 (ALG-1638),Prodajem Kuću,Buje,"Buje, Hrvatska",2,0,430000.0,193.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/3025433,+385953631892,"20 Nov, 2023",AlphaLuxeGroup
2832186 (ALG-865),Prodajem Kuću,Tinjan,"Tinjan, Hrvatska",3,0,430000.0,125.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/2832186,+385953631892,"5 Aug, 2022",AlphaLuxeGroup
3261508 (ALG-2610),Prodajem Kuću,Poreč,"Poreč, Hrvatska",2,0,430000.0,120.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/3261508,+385953631892,"5 Apr, 2024",AlphaLuxeGroup
2852790 (ALG-1226),Prodajem Kuću,Poreč,"Poreč, Hrvatska",4,0,425000.0,160.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/2852790,+385953631892,"7 Sep, 2022",AlphaLuxeGroup
3004451 (ALG-1473),Prodajem Kuću,Grožnjan,"Grožnjan, Hrvatska",0,0,425000.0,120.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/3004451,+385953631892,"21 Apr, 2023",AlphaLuxeGroup
3021772 (ALG-1598),Prodajem Stan-Apartman,Poreč,"Poreč, Hrvatska",3,0,423750.0,113.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/3021772,+385953631892,"17 May, 2023",AlphaLuxeGroup
2909302 (ALG-837),Prodajem Kuću,Barban,"Barban, Hrvatska",4,0,420000.0,160.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/2909302,+385953631892,"4 Dec, 2022",AlphaLuxeGroup
3011206 (ALG-1189),Prodajem Kuću,Labin,"Labin, Hrvatska",3,0,420000.0,125.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/3011206,+385953631892,"2 May, 2023",AlphaLuxeGroup
2974440 (ALG-1304),Prodajem Kuću,Marčana,"Marčana, Hrvatska",2,0,420000.0,120.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/2974440,+385953631892,"10 Mar, 2023",AlphaLuxeGroup
3021773 (ALG-1600),Prodajem Stan-Apartman,Poreč,"Poreč, Hrvatska",2,0,420000.0,102.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/3021773,+385953631892,"17 May, 2023",AlphaLuxeGroup
3251413 (102-1),Prodajem Kuću,Buje,,2,1,420000.0,90.0,9347.0,0,0,False,False,https://www.realitica.com/hr/listing/3251413,+385913030770,"25 Mar, 2024",collegium
3213048 (ALG-2304),Prodajem Kuću,Medulin,"Medulin, Hrvatska",3,0,420000.0,85.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/3213048,+385953631892,"12 Feb, 2024",AlphaLuxeGroup
3009811 (ALG-1346),Prodajem Kuću,Barban,"Barban, Hrvatska",2,0,416000.0,120.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/3009811,+385953631892,"28 Apr, 2023",AlphaLuxeGroup
2945892 (ALG-1121),Prodajem Kuću,Marčana,"Marčana, Hrvatska",3,0,415000.0,170.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/2945892,+385953631892,"1 Feb, 2023",AlphaLuxeGroup
2974438 (ALG-1301),Prodajem Kuću,Labin,"Labin, Hrvatska",3,0,415000.0,160.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/2974438,+385953631892,"10 Mar, 2023",AlphaLuxeGroup
3184691 (ALG-2377),Prodajem Kuću,Marčana,"Marčana, Hrvatska",4,0,415000.0,157.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/3184691,+385953631892,"16 Jan, 2024",AlphaLuxeGroup
2974420 (ALG-1264),Prodajem Kuću,Barban,"Barban, Hrvatska",5,0,415000.0,150.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/2974420,+385953631892,"10 Mar, 2023",AlphaLuxeGroup
3009813 (ALG-1348),Prodajem Kuću,Barban,"Barban, Hrvatska",3,0,415000.0,130.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/3009813,+385953631892,"28 Apr, 2023",AlphaLuxeGroup
3026344 (ALG-996),Prodajem Kuću,Labin,"Labin, Hrvatska",6,0,410000.0,210.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/3026344,+385953631892,"24 May, 2023",AlphaLuxeGroup
3190801 (ALG-2464),Prodajem Kuću,Poreč,"Poreč, Hrvatska",3,0,410000.0,128.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/3190801,+385953631892,"24 Jan, 2024",AlphaLuxeGroup
3096432 (ALG-1863),Prodajem Kuću,Poreč,"Poreč, Hrvatska",2,0,410000.0,106.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/3096432,+385953631892,"9 Sep, 2023",AlphaLuxeGroup
3239426 (ALG-2532),Prodajem Kuću,Buzet,"Buzet, Hrvatska",2,0,410000.0,80.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/3239426,+385953631892,"14 Mar, 2024",AlphaLuxeGroup
3181465 (ALG-2360),Prodajem Stan-Apartman,Tar-Vabriga,"Poreč, Hrvatska",3,0,408983.0,107.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/3181465,+385953631892,"11 Jan, 2024",AlphaLuxeGroup
3062183 (ALG-1991),Prodajem Stan-Apartman,Rovinj,"Rovinj, Hrvatska",2,0,408500.0,123.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/3062183,+385953631892,"17 Jul, 2023",AlphaLuxeGroup
3265691,Prodajem Kuću,Poreč,,3,0,407000.0,0.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/3265691,098 411 430,"10 Apr, 2024",habitare
3265692,Prodajem Kuću,Poreč,,3,0,407000.0,0.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/3265692,098 411 430,"10 Apr, 2024",habitare
3021771 (ALG-1597),Prodajem Stan-Apartman,Poreč,"Poreč, Hrvatska",2,0,401250.0,102.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/3021771,+385953631892,"17 May, 2023",AlphaLuxeGroup
2974441 (ALG-1305),Prodajem Kuću,Labin,"Labin, Hrvatska",6,0,400000.0,260.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/2974441,+385953631892,"10 Mar, 2023",AlphaLuxeGroup
2844109 (ALG-1141),Prodajem Kuću,Oprtalj,"Oprtalj, Hrvatska",2,0,400000.0,120.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/2844109,+385953631892,"27 Aug, 2022",AlphaLuxeGroup
2674206 (ALG-451),Prodajem Kuću,Motovun,"Motovun, Hrvatska",2,0,400000.0,120.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/2674206,+385953631892,"4 Jun, 2022",AlphaLuxeGroup
3215564 (ALG-2139),Prodajem Kuću,Medulin,"Medulin, Hrvatska",3,0,399000.0,150.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/3215564,+385953631892,"14 Feb, 2024",AlphaLuxeGroup
3062184 (ALG-1992),Prodajem Stan-Apartman,Rovinj,"Rovinj, Hrvatska",2,0,399000.0,115.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/3062184,+385953631892,"17 Jul, 2023",AlphaLuxeGroup
3044889 (ALG-1821),Prodajem Kuću,Poreč,"Poreč, Hrvatska",2,0,397000.0,117.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/3044889,+385953631892,"20 Jun, 2023",AlphaLuxeGroup
2974431 (ALG-1286),Prodajem Kuću,Vodnjan,"Vodnjan, Hrvatska",2,0,395000.0,117.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/2974431,+385953631892,"10 Mar, 2023",AlphaLuxeGroup
3034989 (ALG-1702),Prodajem Kuću,Buzet,"Buzet, Hrvatska",3,0,392000.0,161.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/3034989,+385953631892,"5 Jun, 2023",AlphaLuxeGroup
2854256 (ALG-1202),Prodajem Kuću,Poreč,"Poreč, Hrvatska",2,0,392000.0,150.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/2854256,+385953631892,"8 Sep, 2022",AlphaLuxeGroup
3217293 (ALG-2052),Prodajem Kuću,Pula,"Pula, Hrvatska",5,0,390000.0,190.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/3217293,+385953631892,"16 Feb, 2024",AlphaLuxeGroup
2974424 (ALG-1269),Prodajem Kuću,Poreč,"Poreč, Hrvatska",4,0,390000.0,170.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/2974424,+385953631892,"10 Mar, 2023",AlphaLuxeGroup
3229781 (ALG-2529),Prodajem Kuću,Poreč,"Poreč, Hrvatska",3,0,390000.0,160.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/3229781,+385953631892,"2 Mar, 2024",AlphaLuxeGroup
3153749 (ALG-2300),Prodajem Kuću,Poreč,"Poreč, Hrvatska",3,0,390000.0,147.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/3153749,+385953631892,"29 Nov, 2023",AlphaLuxeGroup
2680536,Prodajem Zemljište,Poreč,,0,0,388888.0,0.0,16637.0,0,0,False,False,https://www.realitica.com/hr/listing/2680536,099/788-3889,"11 Jan, 2024",lego5
3261501 (ALG-2540),Prodajem Kuću,Poreč,"Poreč, Hrvatska",3,0,385000.0,129.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/3261501,+385953631892,"5 Apr, 2024",AlphaLuxeGroup
3205150 (ALG-2490),Prodajem Kuću,Poreč,"Poreč, Hrvatska",0,0,381140.0,119.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/3205150,+385953631892,"6 Feb, 2024",AlphaLuxeGroup
3026340 (ALG-941),Prodajem Kuću,Svetvinčenat,"Svetvinčenat, Hrvatska",3,0,374000.0,100.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/3026340,+385953631892,"24 May, 2023",AlphaLuxeGroup
3181468 (ALG-2363),Prodajem Stan-Apartman,Tar-Vabriga,"Poreč, Hrvatska",2,0,371968.0,98.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/3181468,+385953631892,"11 Jan, 2024",AlphaLuxeGroup
3205146 (ALG-2486),Prodajem Kuću,Poreč,"Poreč, Hrvatska",0,0,371830.0,116.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/3205146,+385953631892,"6 Feb, 2024",AlphaLuxeGroup
3214526 (ALG-2454),Prodajem Kuću,Labin,"Labin, Hrvatska",4,0,370000.0,225.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/3214526,+385953631892,"13 Feb, 2024",AlphaLuxeGroup
3188939 (ALG-2453),Prodajem Kuću,Labin,"Labin, Hrvatska",3,0,370000.0,180.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/3188939,+385953631892,"22 Jan, 2024",AlphaLuxeGroup
3226710 (ALG-1740),Prodajem Kuću,Labin,"Labin, Hrvatska",3,0,370000.0,145.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/3226710,+385953631892,"28 Feb, 2024",AlphaLuxeGroup
3135397 (ALG-2209),Prodajem Kuću,Poreč,"Poreč, Hrvatska",3,0,370000.0,139.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/3135397,+385953631892,"2 Nov, 2023",AlphaLuxeGroup
2848776 (ALG-1210),Prodajem Kuću,Poreč,"Poreč, Hrvatska",2,0,370000.0,95.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/2848776,+385953631892,"4 Sep, 2022",AlphaLuxeGroup
3205148 (ALG-2488),Prodajem Kuću,Poreč,"Poreč, Hrvatska",0,0,368885.0,115.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/3205148,+385953631892,"6 Feb, 2024",AlphaLuxeGroup
3009781 (ALG-1313),Prodajem Kuću,Svetvinčenat,"Svetvinčenat, Hrvatska",3,0,365000.0,128.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/3009781,+385953631892,"28 Apr, 2023",AlphaLuxeGroup
3009809 (ALG-1344),Prodajem Kuću,Pula,"Pula, Hrvatska",2,0,364000.0,120.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/3009809,+385953631892,"28 Apr, 2023",AlphaLuxeGroup
3062182 (ALG-1990),Prodajem Stan-Apartman,Rovinj,"Rovinj, Hrvatska",2,0,361000.0,105.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/3062182,+385953631892,"17 Jul, 2023",AlphaLuxeGroup
3194318 (ALG-2450),Prodajem Stan-Apartman,Pula,"Pula, Hrvatska",2,0,360000.0,130.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/3194318,+385953631892,"29 Jan, 2024",AlphaLuxeGroup
2974442 (ALG-1306),Prodajem Kuću,Svetvinčenat,"Svetvinčenat, Hrvatska",3,0,360000.0,126.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/2974442,+385953631892,"10 Mar, 2023",AlphaLuxeGroup
2897564 (ALG-990),Prodajem Kuću,Marčana,"Marčana, Hrvatska",3,0,360000.0,100.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/2897564,+385953631892,"16 Nov, 2022",AlphaLuxeGroup
3261503 (ALG-2549),Prodajem Kuću,Labin,"Labin, Hrvatska",2,0,360000.0,87.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/3261503,+385953631892,"5 Apr, 2024",AlphaLuxeGroup
2774097 (ALG-789),Prodajem Kuću,Poreč,"Poreč, Hrvatska",2,0,360000.0,76.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/2774097,+385953631892,"6 May, 2022",AlphaLuxeGroup
3166713 (ALG-2343),Prodajem Kuću,Buzet,"Buzet, Hrvatska",5,0,350000.0,550.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/3166713,+385953631892,"16 Dec, 2023",AlphaLuxeGroup
3261504 (ALG-2551),Prodajem Kuću,Vodnjan,"Vodnjan, Hrvatska",5,0,350000.0,190.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/3261504,+385953631892,"5 Apr, 2024",AlphaLuxeGroup
2918257 (ALG-1229),Prodajem Stan-Apartman,Poreč,"Poreč, Hrvatska",3,0,349000.0,90.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/2918257,+385953631892,"15 Dec, 2022",AlphaLuxeGroup
3135393 (ALG-2206),Prodajem Kuću,Poreč,"Poreč, Hrvatska",4,0,345000.0,240.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/3135393,+385953631892,"2 Nov, 2023",AlphaLuxeGroup
3197650 (ALG-2484),Prodajem Kuću,Poreč,"Poreč, Hrvatska",3,0,340000.0,126.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/3197650,+385953631892,"31 Jan, 2024",AlphaLuxeGroup
3261502 (ALG-2548),Prodajem Kuću,Motovun,"Motovun, Hrvatska",3,0,339000.0,115.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/3261502,+385953631892,"5 Apr, 2024",AlphaLuxeGroup
3181463 (ALG-2357),Prodajem Stan-Apartman,Novigrad,"Novigrad, Hrvatska",2,0,335000.0,80.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/3181463,+385953631892,"11 Jan, 2024",AlphaLuxeGroup
3181456 (ALG-2281),Prodajem Kuću,Poreč,"Poreč, Hrvatska",4,0,330000.0,180.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/3181456,+385953631892,"11 Jan, 2024",AlphaLuxeGroup
3261500 (ALG-2539),Prodajem Kuću,Poreč,"Poreč, Hrvatska",3,0,330000.0,100.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/3261500,+385953631892,"5 Apr, 2024",AlphaLuxeGroup
3261499 (ALG-2538),Prodajem Kuću,Poreč,"Poreč, Hrvatska",3,0,330000.0,100.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/3261499,+385953631892,"5 Apr, 2024",AlphaLuxeGroup
3141151 (ALG-2218),Prodajem Kuću,Višnjan,"Poreč, Hrvatska",0,0,329000.0,270.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/3141151,+385953631892,"10 Nov, 2023",AlphaLuxeGroup
3175099 (XML-4482-456777),Prodajem Kuću,Pićan,"Pićan,Croatia",0,0,320000.0,130.0,360.0,0,0,False,False,https://www.realitica.com/hr/listing/3175099,+385 911106276,"16 Jan, 2024",360istria
2832208 (ALG-992),Prodajem Kuću,Marčana,"Marčana, Hrvatska",2,0,320000.0,81.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/2832208,+385953631892,"5 Aug, 2022",AlphaLuxeGroup
3264444 (17329),Prodajem Kuću,Tinjan,"Tinjan, Hrvatska",6,0,315000.0,0.0,220.0,0,0,False,False,https://www.realitica.com/hr/listing/3264444,+385916115706,"9 Apr, 2024",ALMA
3154647 (ALG-2302),Prodajem Građevinsko Zemljište,Kaštelir-Labinci,"Kaštelir, Hrvatska",0,0,314800.0,0.0,1574.0,0,0,False,False,https://www.realitica.com/hr/listing/3154647,+385953631892,"30 Nov, 2023",AlphaLuxeGroup
3062185 (ALG-1993),Prodajem Stan-Apartman,Rovinj,"Rovinj, Hrvatska",2,0,313500.0,91.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/3062185,+385953631892,"17 Jul, 2023",AlphaLuxeGroup
2765006 (ALG-486),Prodajem Stan-Apartman,Poreč,"Poreč, Hrvatska",2,0,311500.0,94.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/2765006,+385953631892,"18 Apr, 2022",AlphaLuxeGroup
2832215 (ALG-1061),Prodajem Kuću,Ližnjan,"Ližnjan, Hrvatska",2,0,311500.0,75.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/2832215,+385953631892,"5 Aug, 2022",AlphaLuxeGroup
3265402 (2885),Prodajem Stan-Apartman,Pula,"52100, Pula, Centar, Hrvatska",3,1,310000.0,114.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/3265402,00385  (0)91 1608 456,"10 Apr, 2024",platinum
3267040 (17352),Prodajem Stan-Apartman,Pula,"Pula, Hrvatska",3,1,310000.0,114.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/3267040,+385916115706,"11 Apr, 2024",ALMA
3263166 (17325),Prodajem Stan-Apartman,Pula,"Pula, Hrvatska",3,2,309000.0,85.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/3263166,+385916115706,"7 Apr, 2024",ALMA
3268003 (96968),Prodajem Kuću,Umag,"Umag, Lovran",0,0,300000.0,2940.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/3268003,+385 91 3573071,"12 Apr, 2024",adrionika
3267045 (17357),Prodajem Kuću,Pula,"Pula, Hrvatska",0,0,300000.0,140.0,840.0,0,0,False,False,https://www.realitica.com/hr/listing/3267045,+385916115706,"11 Apr, 2024",ALMA
3262734 (17316),Prodajem Stan-Apartman,Pula,"Pula, Hrvatska",3,2,300000.0,118.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/3262734,+385916115706,"6 Apr, 2024",ALMA
3263160 (17318),Prodajem Stan-Apartman,Pula,"Pula, Hrvatska",3,2,300000.0,118.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/3263160,+385916115706,"7 Apr, 2024",ALMA
3263159 (17317),Prodajem Stan-Apartman,Pula,"Pula, Hrvatska",3,2,300000.0,118.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/3263159,+385916115706,"7 Apr, 2024",ALMA
2832216 (ALG-1063),Prodajem Kuću,Oprtalj,"Oprtalj, Hrvatska",2,0,300000.0,95.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/2832216,+385953631892,"5 Aug, 2022",AlphaLuxeGroup
3259191 (17286),Prodajem Stan-Apartman,Pula,"Pula, Hrvatska",2,1,300000.0,84.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/3259191,+385916115706,"2 Apr, 2024",ALMA
3194319 (ALG-2458),Prodajem Stan-Apartman,Poreč,"Poreč, Hrvatska",0,0,300000.0,68.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/3194319,+385953631892,"29 Jan, 2024",AlphaLuxeGroup
2567464 (ALG-256),Prodajem Građevinsko Zemljište,Pićan,"Pićan, Hrvatska",0,0,300000.0,0.0,11000.0,0,0,False,False,https://www.realitica.com/hr/listing/2567464,+385953631892,"9 May, 2021",AlphaLuxeGroup
3265679 (1347),Prodajem Stan-Apartman,Poreč,"52440, Poreč, Hrvatska",2,1,299000.0,68.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/3265679,+385 (0) 95 559 2774,"10 Apr, 2024",habitoproperty
3181461 (ALG-2355),Prodajem Stan-Apartman,Novigrad,"Novigrad, Hrvatska",2,0,298000.0,86.0,0.0,0,0,False,False,https://www.realitica.com/hr/listing/3181461,+385953631892,"11 Jan, 2024",AlphaLuxeGroup
3256081 (17245),Prodajem Stan-Apartman,Medulin,"Medulin, Hrvatska",2,2,295000.0,95.0,79.0,0,0,False,False,https://www.realitica.com/hr/listing/3256081,+385916115706,"28 Mar, 2024",ALMA
